Date,Temp_C,T_max_C,T_min_C,Humidity_pct,Wind_Speed_kmh,Solar_Rad_Wm2
28-03-2014,29.164,37.1779,22.2965,54.9345,6.2873,295.2915
29-03-2014,29.3626,37.8808,22.304,49.3013,6.5796,311.4899
30-03-2014,29.8215,38.0719,21.6307,45.8915,6.4689,315.3447
31-03-2014,30.0881,38.6058,22.0834,47.3891,6.8661,315.8136
01-04-2014,30.8112,38.9358,23.8953,48.3981,6.9584,313.1718
02-04-2014,30.7274,38.3125,24.3499,55.4053,6.9582,309.5809
03-04-2014,30.1884,37.3357,25.2567,63.8881,7.7769,287.9998
04-04-2014,30.1589,36.9237,25.5231,57.5514,7.0907,297.0148
05-04-2014,30.6364,37.0368,25.9632,60.8689,7.9076,267.3662
06-04-2014,30.5366,36.1291,26.3124,64.5589,9.0588,256.523
07-04-2014,30.7694,36.7164,26.1619,61.0051,8.0186,268.1922
08-04-2014,31.516,38.5362,26.2798,54.9944,11.1283,293.7104
09-04-2014,31.6148,39.3112,26.1818,54.3892,7.5676,294.1744
10-04-2014,31.3435,38.2574,25.7673,54.1185,6.9923,271.4195
11-04-2014,31.9259,39.2572,25.8,50.7835,7.0221,278.3174
12-04-2014,31.635,38.2055,26.7085,57.0437,8.613,271.7463
13-04-2014,31.034,37.2121,26.7213,61.4379,8.22,266.5144
14-04-2014,30.4055,36.1777,26.3229,66.713,8.481,266.0282
15-04-2014,30.319,36.7519,25.4718,60.4292,7.2452,279.3445
16-04-2014,30.564,37.0612,25.8486,60.4911,7.3234,274.5763
17-04-2014,31.4927,38.357,25.914,53.164,9.0053,289.9585
18-04-2014,31.5021,39.257,26.0905,54.7826,5.3792,296.4085
19-04-2014,30.7627,38.1059,24.7874,57.9389,6.2107,290.0939
20-04-2014,30.5204,37.9605,24.6826,55.705,6.8277,299.2713
21-04-2014,30.3524,37.2714,24.8806,57.3687,7.1435,292.0342
22-04-2014,30.9523,37.1559,25.0483,58.0093,7.8373,282.0259
23-04-2014,30.8816,36.3695,26.7504,63.3138,6.2547,261.4424
24-04-2014,31.1684,37.0574,27.0274,63.777,7.995,266.26
25-04-2014,31.9477,38.4496,27.052,59.4117,8.9448,285.1653
26-04-2014,32.1035,38.4761,27.9843,60.6786,9.4815,287.7328
27-04-2014,31.6458,37.4476,27.4834,63.9256,9.9226,265.4091
28-04-2014,31.6037,38.3165,27.2132,61.408,8.3814,282.4124
29-04-2014,30.4975,35.6182,27.288,66.6786,9.169,230.7052
30-04-2014,30.2463,35.005,27.3224,67.483,7.33,172.3347
01-05-2014,30.7112,36.3959,27.0766,64.0445,8.481,223.3412
02-05-2014,30.7781,36.0634,26.9098,65.0758,8.5705,229.0729
03-05-2014,30.169,35.8458,26.0535,68.19,7.9553,240.5534
04-05-2014,28.8352,34.33,25.2399,72.8888,8.676,224.4439
05-05-2014,25.933,28.8458,24.6292,91.6107,6.5816,94.4654
06-05-2014,26.0946,29.5473,24.5227,89.8323,8.0978,118.2079
07-05-2014,26.2291,29.3301,24.8184,88.0987,10.7184,164.2528
08-05-2014,27.5936,31.2387,25.1447,81.6571,14.0699,191.5232
09-05-2014,29.2367,33.3557,25.2135,74.4837,11.7868,273.0453
10-05-2014,30.0794,34.1826,26.5107,71.062,8.3411,287.1106
11-05-2014,30.6442,35.1877,27.223,69.4959,8.0819,262.9732
12-05-2014,31.0224,36.0419,27.7038,69.3393,9.2565,278.534
13-05-2014,30.7673,35.7551,27.6253,69.9547,8.8094,266.7795
14-05-2014,30.9372,36.6078,27.0566,63.6352,6.9319,243.4174
15-05-2014,32.0143,38.1533,27.4113,56.1288,8.1999,270.3668
16-05-2014,31.9525,38.0273,27.4768,51.5675,7.2886,259.3373
17-05-2014,31.9344,38.6686,27.2277,47.2407,6.4047,285.8196
18-05-2014,31.7914,38.1368,26.9711,58.2516,4.3418,271.941
19-05-2014,31.6531,37.7958,27.0819,61.481,9.3159,292.6829
20-05-2014,31.8455,37.8345,27.8709,63.6217,9.7559,271.6552
21-05-2014,32.2938,38.6254,28.216,55.4116,11.4874,276.6778
22-05-2014,32.6564,39.2771,28.212,53.2165,10.2883,284.8242
23-05-2014,32.9696,39.4396,29.0992,54.1556,11.2941,270.7769
24-05-2014,32.6799,38.1573,29.2481,57.1394,10.1116,244.688
25-05-2014,33.1098,38.1842,28.8476,50.0425,9.9619,253.8142
26-05-2014,32.1004,38.2911,28.5031,57.6612,10.822,268.6438
27-05-2014,32.0964,38.0944,28.4243,62.3475,10.8228,266.6512
28-05-2014,30.9245,37.1215,27.0089,67.1799,10.5249,258.0607
29-05-2014,31.602,36.6105,27.0125,60.4132,10.2912,249.5627
30-05-2014,32.2628,38.3034,28.172,55.9808,10.9705,274.7027
31-05-2014,32.9745,39.7799,28.2792,54.2642,8.8964,274.0702
01-06-2014,33.1487,39.671,28.8086,55.4083,7.7599,260.9966
02-06-2014,31.8961,39.7862,27.6307,61.0877,6.4268,267.7441
03-06-2014,30.9883,36.9876,27.6167,62.2768,6.928,227.4178
04-06-2014,31.9198,37.6455,27.9538,55.2428,9.2034,276.1923
05-06-2014,32.252,38.1713,27.9388,54.3953,8.6898,256.6144
06-06-2014,32.8089,39.8267,28.4702,50.4699,13.1151,268.7483
07-06-2014,33.354,40.0626,28.936,48.2506,14.4357,278.0801
08-06-2014,33.6255,39.9848,28.7275,45.1214,14.2713,266.1286
09-06-2014,31.3891,38.1291,27.9956,54.9817,12.3528,218.0832
10-06-2014,32.5316,37.8162,28.1722,50.3145,14.0061,243.9005
11-06-2014,32.8844,39.5604,28.1906,49.4941,14.6502,271.6606
12-06-2014,32.3532,38.6987,28.2064,50.0319,15.2359,245.1275
13-06-2014,32.1962,38.4121,28.0657,50.3766,12.6561,239.2595
14-06-2014,33.1732,39.2894,28.2704,45.2887,11.4983,244.4021
15-06-2014,33.7113,39.5169,28.8055,41.5499,12.9365,276.0031
16-06-2014,33.3527,39.9784,28.0823,42.6405,14.8147,264.5198
17-06-2014,32.7533,38.929,27.8183,46.8541,16.2566,270.0522
18-06-2014,32.441,38.4728,28.0636,46.5195,17.7745,247.5455
19-06-2014,32.114,37.6594,28.1192,47.9194,16.6152,225.741
20-06-2014,32.3471,38.5902,27.7297,47.1843,17.0935,254.5964
21-06-2014,32.1933,38.0465,27.5913,48.133,15.707,255.5666
22-06-2014,32.6406,38.3749,27.8154,45.5872,13.8954,253.5081
23-06-2014,32.8994,38.9566,28.1704,44.8308,13.5805,256.1306
24-06-2014,33.2123,39.6152,28.1669,43.9675,12.7822,266.6314
25-06-2014,33.508,39.9027,28.8922,41.3092,12.5876,257.3738
26-06-2014,32.834,39.7982,28.1266,47.9227,7.9786,252.2851
27-06-2014,32.058,38.9528,27.8423,55.7396,9.6876,253.5418
28-06-2014,31.847,38.5929,27.7763,59.2492,10.0229,252.9897
29-06-2014,32.0273,38.7379,28.0213,56.188,10.4025,255.2271
30-06-2014,31.4944,37.7013,28.1377,57.0891,10.1026,238.2545
01-07-2014,30.7736,38.2277,27.3089,62.0443,8.1221,236.0514
02-07-2014,32.0777,37.4937,27.4958,51.301,10.1223,242.7261
03-07-2014,32.9107,38.8154,28.5267,45.6507,9.763,271.2592
04-07-2014,32.5113,38.5586,27.8241,47.363,11.1596,265.5485
05-07-2014,31.2355,38.3102,26.9766,55.5045,9.8545,230.0285
06-07-2014,30.2385,35.1467,26.9809,60.1554,7.9552,185.5691
07-07-2014,30.5404,36.4542,25.5868,56.8924,9.0274,213.6873
08-07-2014,30.7438,36.3794,25.8371,54.3655,12.5647,206.069
09-07-2014,30.3936,34.7713,26.603,54.9851,12.652,159.6925
10-07-2014,28.9275,32.5542,26.4307,59.0682,15.9472,103.2431
11-07-2014,29.9846,34.266,26.6467,52.3382,17.2169,117.397
12-07-2014,30.94,36.1016,27.1494,49.4876,18.5586,214.5598
13-07-2014,29.9465,34.0729,27.4655,54.6103,17.4535,117.136
14-07-2014,29.4,34.1576,25.9965,59.3971,16.7267,121.2304
15-07-2014,29.4478,34.9754,25.5629,59.4282,14.5945,165.3959
16-07-2014,30.8963,36.1889,26.8627,51.1092,13.9946,236.2435
17-07-2014,31.7325,37.3883,26.9546,45.006,13.6618,277.4839
18-07-2014,31.879,37.7176,27.1525,47.1082,14.1685,265.4313
19-07-2014,31.8044,37.8527,27.8265,47.4433,15.8055,261.182
20-07-2014,31.4968,36.4841,27.7807,48.0533,15.8931,211.1785
21-07-2014,31.2261,35.7477,27.3185,47.0549,16.1046,196.9734
22-07-2014,31.4187,37.2825,26.9482,47.3716,15.5512,232.8408
23-07-2014,30.9377,37.2908,26.5647,50.7642,15.8302,224.9753
24-07-2014,31.3941,37.2692,26.2907,49.1349,13.5274,224.9826
25-07-2014,32.0305,37.6972,27.0658,45.812,14.6347,250.4829
26-07-2014,31.0732,36.9809,27.4775,52.4994,12.4449,222.8964
27-07-2014,31.2027,37.6677,27.1761,51.5547,13.4592,249.5414
28-07-2014,31.4481,36.864,27.2842,48.8136,15.1434,200.6029
29-07-2014,31.8411,37.6635,27.3896,46.089,15.2556,229.8545
30-07-2014,32.0496,38.1809,27.2756,44.6591,14.7868,262.7714
31-07-2014,31.4658,37.353,28.0507,51.2053,11.25,226.2069
01-08-2014,29.6741,36.4443,26.1853,62.0396,13.231,183.748
02-08-2014,29.7943,33.5104,26.7043,55.9711,13.4228,149.0334
03-08-2014,30.8991,36.7586,27.0495,52.4209,13.894,229.5495
04-08-2014,31.3964,37.5213,26.8824,48.8737,15.8331,246.9341
05-08-2014,30.837,37.4201,26.9883,51.9784,14.3258,240.1367
06-08-2014,30.1957,37.1831,25.1357,54.7078,12.7333,231.7907
07-08-2014,29.5078,34.5809,25.2789,59.3403,11.4622,199.9088
08-08-2014,29.1249,34.8663,25.3304,63.8634,9.5093,191.4299
09-08-2014,28.8266,34.9431,25.2892,64.667,8.7967,181.8365
10-08-2014,28.0274,33.0071,24.5003,69.4212,8.2815,159.0482
11-08-2014,28.9789,34.2274,24.9414,63.6682,9.4003,174.8158
12-08-2014,28.6652,34.5583,24.6207,65.1148,9.0458,175.829
13-08-2014,29.7138,34.6262,25.8955,56.8718,9.0236,229.9687
14-08-2014,30.0705,35.1856,25.7086,57.9371,7.6958,230.9943
15-08-2014,29.4317,36.3694,25.5637,64.2724,5.7781,228.1282
16-08-2014,30.0751,35.5088,25.9884,60.1393,3.5596,217.0032
17-08-2014,29.6516,34.4051,25.7733,61.8711,4.5175,211.3781
18-08-2014,28.5838,34.3519,25.2599,72.2922,4.6969,215.0877
19-08-2014,28.5402,33.3738,25.0003,74.328,6.4345,251.1268
20-08-2014,28.9491,33.8974,25.5129,71.3736,7.1325,251.2686
21-08-2014,28.5891,33.098,25.4413,75.6327,7.2213,237.442
22-08-2014,27.9668,32.5306,25.0643,76.6923,5.381,221.7104
23-08-2014,27.6964,31.8181,24.9193,76.4749,9.7812,182.3176
24-08-2014,29.1164,33.7209,25.1149,69.6545,9.7998,246.0342
25-08-2014,29.627,34.8401,25.4889,64.3736,9.8316,245.6027
26-08-2014,29.9138,35.1724,26.3448,60.8306,10.4498,248.2124
27-08-2014,29.7202,34.4684,26.1229,57.9905,10.2332,205.5494
28-08-2014,29.8285,35.2322,26.2091,55.3641,11.6765,210.7976
29-08-2014,29.8225,35.3481,26.0822,57.9666,11.8839,225.3101
30-08-2014,30.122,35.6524,26.5818,57.1681,13.6418,232.3129
31-08-2014,30.2787,35.1525,26.828,55.0668,13.7291,169.1631
01-09-2014,30.4633,36.2653,26.4707,56.2906,11.934,248.6757
02-09-2014,29.268,35.8918,25.603,66.0236,10.2633,234.5528
03-09-2014,28.7346,33.6339,25.9003,67.8265,9.6507,188.8545
04-09-2014,28.6181,31.8902,25.8266,66.6009,8.5463,151.7078
05-09-2014,29.0932,35.069,25.9368,64.274,9.586,240.2696
06-09-2014,29.5452,34.3332,26.4136,58.2989,11.6534,196.4452
07-09-2014,29.865,35.1009,26.1101,55.8913,11.4048,198.7272
08-09-2014,30.4941,36.4671,25.7156,53.5999,11.2925,266.3071
09-09-2014,30.6477,36.7585,25.8429,52.8909,10.0754,267.6801
10-09-2014,31.0706,37.2254,26.028,49.2902,7.6569,252.6169
11-09-2014,31.5003,38.3313,26.5556,49.8835,5.4498,273.038
12-09-2014,31.4734,37.6476,27.064,51.7774,5.3124,254.407
13-09-2014,31.5968,37.3727,27.2759,50.1019,7.2187,249.1192
14-09-2014,31.198,37.9527,26.7473,51.4987,8.1963,239.2477
15-09-2014,31.0447,37.2286,26.5731,52.7413,9.7789,221.2591
16-09-2014,31.7339,37.5348,27.3557,46.1162,13.0681,221.5983
17-09-2014,32.043,37.8645,27.2655,45.4889,11.0668,247.3977
18-09-2014,31.9578,37.4184,27.8093,44.347,8.8219,221.0079
19-09-2014,32.1172,38.9283,27.3654,44.6705,10.1202,252.4865
20-09-2014,32.1769,37.6716,27.6756,48.0073,7.4013,232.5125
21-09-2014,31.9155,37.6375,27.1872,53.8558,2.8887,233.0687
22-09-2014,30.1012,36.2965,26.751,65.8812,3.7258,216.1368
23-09-2014,30.0477,36.6665,25.6104,66.1851,2.8634,240.504
24-09-2014,29.8419,35.3495,25.5915,67.1258,4.287,262.1165
25-09-2014,28.8926,33.6858,25.0864,70.8694,6.7833,250.2672
26-09-2014,28.1777,34.0686,24.8324,74.8924,6.266,231.0021
27-09-2014,28.0316,32.7938,24.8128,74.9169,5.4503,202.3484
28-09-2014,27.6583,32.6311,24.4832,77.5798,4.4402,204.303
29-09-2014,27.6834,32.0921,24.4879,77.4575,4.2598,222.5307
30-09-2014,27.1514,31.9397,24.0916,80.8115,3.658,202.0935
01-10-2014,27.9372,31.993,24.0587,75.8511,2.3811,213.8387
02-10-2014,28.5474,33.7885,24.1735,67.2161,3.5416,251.5246
03-10-2014,28.8818,33.2191,24.003,66.0658,3.2145,245.2891
04-10-2014,29.3434,34.1768,25.2746,68.5728,4.3718,236.9633
05-10-2014,29.7811,34.898,26.2274,67.301,4.9453,232.6275
06-10-2014,29.1817,35.4337,25.8072,71.9978,3.7924,238.8708
07-10-2014,27.5502,32.4383,24.8302,80.1098,1.7703,192.0203
08-10-2014,27.3666,33.0362,24.4415,80.5639,0.6909,216.8233
09-10-2014,27.8876,32.8969,24.687,80.1399,1.3417,220.3618
10-10-2014,28.3448,33.2964,25.2598,77.1021,6.0467,209.8455
11-10-2014,29.0197,33.8118,26.3012,69.7907,9.3829,216.1109
12-10-2014,28.5617,33.8224,26.0465,73.3626,8.3491,207.9364
13-10-2014,28.7426,34.0784,25.702,74.7932,7.538,241.5148
14-10-2014,28.2702,32.8794,25.1868,79.5932,5.4992,232.6161
15-10-2014,27.5013,32.1058,24.1165,79.6265,4.059,224.1423
16-10-2014,26.6037,29.9535,24.1759,82.7148,5.9709,184.8847
17-10-2014,25.22,27.9415,23.7456,90.1027,5.8251,95.3368
18-10-2014,24.5665,25.9415,23.3216,95.4879,7.2009,57.3674
19-10-2014,24.0517,25.6184,23.278,95.4039,6.1809,50.0678
20-10-2014,24.19,26.4529,23.141,95.4017,5.0512,71.6282
21-10-2014,24.9818,27.7534,23.1611,92.1209,5.2738,113.7166
22-10-2014,25.5906,29.7333,23.4132,87.0275,6.3051,172.4002
23-10-2014,25.0823,28.4539,23.1828,89.9151,4.2366,134.9916
24-10-2014,25.8275,29.5982,23.1159,85.3055,2.0271,180.5719
25-10-2014,26.3314,30.3159,23.5969,85.0081,0.9862,183.254
26-10-2014,26.1615,30.0035,23.4751,85.6167,2.1257,177.1094
27-10-2014,26.1223,30.428,23.3952,83.8907,2.6461,192.3839
28-10-2014,26.7856,30.4482,23.258,79.6724,2.4278,216.2537
29-10-2014,26.4249,30.0889,23.6856,82.5026,5.2075,193.0146
30-10-2014,26.5445,30.322,23.0284,72.6826,9.3009,212.3285
31-10-2014,25.3947,28.5232,22.7397,76.0564,6.6614,148.0872
01-11-2014,26.0087,29.7901,22.611,73.673,8.4124,206.6241
02-11-2014,24.8523,27.6889,23.338,87.1691,5.7001,93.573
03-11-2014,24.3058,27.7946,22.6421,87.5975,8.2014,84.6517
04-11-2014,25.695,28.4663,22.569,79.5337,4.5506,126.5618
05-11-2014,26.5549,30.5328,23.2502,77.423,3.9703,183.3887
06-11-2014,26.1934,31.9978,21.2959,69.4948,3.028,250.9386
07-11-2014,26.4676,31.9084,21.0107,70.2586,1.1767,250.2039
08-11-2014,26.7298,31.6153,21.8739,71.5124,1.0188,250.23
09-11-2014,27.5854,31.7796,22.7226,73.1389,3.6251,240.4894
10-11-2014,26.729,30.3245,23.9241,80.2899,2.435,183.3308
11-11-2014,26.8573,30.7836,23.8581,77.6793,7.9349,217.6225
12-11-2014,24.6724,28.43,23.185,90.5374,10.4124,124.2501
13-11-2014,24.9219,27.0978,23.3732,92.1642,6.8436,89.0663
14-11-2014,25.2164,28.3241,23.4595,89.1566,6.4357,137.3793
15-11-2014,25.8488,29.1918,23.4648,86.4276,8.0919,187.1552
16-11-2014,25.8255,28.8873,23.5987,85.1768,10.5129,183.0594
17-11-2014,25.6946,28.9519,22.9242,79.5726,11.8737,191.8818
18-11-2014,24.5671,27.3955,22.9167,87.314,9.9223,112.2131
19-11-2014,25.8293,29.778,23.0303,78.9289,11.3857,206.7209
20-11-2014,25.6311,28.5826,22.9603,79.4444,12.6192,158.4169
21-11-2014,25.2241,27.7975,23.1892,83.9658,9.7573,121.1335
22-11-2014,25.3229,28.092,23.4897,86.0873,8.504,131.1041
23-11-2014,24.9773,28.0089,23.3252,87.4368,9.9195,137.6996
24-11-2014,25.2426,28.1803,22.9128,75.7533,11.6334,145.8734
25-11-2014,24.9585,28.0051,22.6868,72.8101,12.9277,149.5892
26-11-2014,24.7992,27.3285,22.3483,70.6958,12.8571,134.9029
27-11-2014,24.7737,26.8936,22.2551,77.8229,12.1112,88.6222
28-11-2014,22.7866,25.0525,21.3374,86.9949,11.3871,66.4063
29-11-2014,21.0313,23.1992,19.3648,81.4624,13.9475,61.6842
30-11-2014,22.8607,24.717,20.648,79.2425,13.8782,74.6006
01-12-2014,23.7128,24.8805,21.8417,87.5624,11.0655,44.6319
02-12-2014,24.0499,26.7985,20.5468,79.0076,10.9039,125.6383
03-12-2014,23.3722,28.224,19.3259,74.7612,9.6286,246.8875
04-12-2014,22.952,27.7411,18.9627,75.0823,8.2425,232.7765
05-12-2014,23.0776,27.4132,19.1306,72.879,8.6515,210.589
06-12-2014,24.3046,28.0751,20.0649,74.7947,8.868,193.7661
07-12-2014,25.258,28.6651,21.9017,81.2258,8.4298,181.7123
08-12-2014,25.0291,27.8635,23.2003,87.7075,7.761,132.281
09-12-2014,25.177,28.1311,23.1816,87.9192,7.4102,127.0172
10-12-2014,24.9895,27.4962,22.8885,88.6815,6.6887,132.6387
11-12-2014,25.6088,29.1864,22.6925,83.6434,7.4042,190.9381
12-12-2014,24.5088,27.7944,22.6385,88.6216,8.2264,135.6606
13-12-2014,24.4651,27.9194,22.5228,89.7161,8.0993,141.5232
14-12-2014,25.2265,28.9788,21.8673,82.6333,9.1137,186.0569
15-12-2014,25.5241,29.1173,21.641,81.1455,9.8977,204.9095
16-12-2014,24.6908,27.869,23.1994,90.2146,10.8769,96.5174
17-12-2014,23.8707,25.6414,22.9936,91.461,12.6845,58.5988
18-12-2014,24.8367,27.0166,23.094,87.0533,12.993,121.794
19-12-2014,23.964,25.4384,22.0506,86.7031,13.5647,89.7776
20-12-2014,23.8339,26.9118,21.6171,76.2299,12.2347,127.4615
21-12-2014,24.3866,27.1499,21.3765,74.3778,12.1723,170.4431
22-12-2014,24.1615,27.0031,21.5781,76.5922,12.5501,139.4005
23-12-2014,24.8302,28.4635,21.0107,75.7176,11.7587,191.8467
24-12-2014,24.9758,27.3059,22.9198,79.0804,12.9032,145.248
25-12-2014,24.5911,28.1508,21.4085,75.5897,12.4487,191.5437
26-12-2014,24.0195,27.3163,20.8745,71.286,12.5325,206.4729
27-12-2014,21.9728,24.8177,19.6248,84.7413,11.0292,94.5206
28-12-2014,22.0819,23.2884,21.0693,92.0203,13.2503,35.8086
29-12-2014,22.7761,24.2299,21.7384,88.225,13.5736,47.0678
30-12-2014,24.9264,28.3867,22.1265,82.1258,3.922,128.354
31-12-2014,25.6674,29.2386,21.9678,81.5369,0.6154,194.5834
01-01-2015,25.4487,28.7184,22.9228,87.4035,5.6128,187.5137
02-01-2015,25.1556,29.3017,21.6413,84.4377,6.0372,206.0554
03-01-2015,25.2223,29.1337,22.1794,85.3462,3.8654,204.0906
04-01-2015,25.2696,29.0389,22.1032,83.3756,5.8621,188.8766
05-01-2015,25.0247,29.2916,21.6585,80.1443,8.1473,215.9275
06-01-2015,24.4171,28.9337,20.0534,78.7293,7.7462,215.0636
07-01-2015,24.3998,28.9857,19.8362,78.81,5.4228,227.3402
08-01-2015,24.5,28.5014,20.5513,80.5523,4.661,199.5943
09-01-2015,24.1836,27.6299,20.6793,81.7139,7.2075,188.7425
10-01-2015,23.5546,28.1362,19.1506,69.4666,10.1948,242.8195
11-01-2015,22.904,27.4633,19.0238,67.3697,11.0352,230.7807
12-01-2015,22.5227,26.6146,18.3924,66.0078,10.0954,186.6846
13-01-2015,22.8197,27.3195,17.8478,67.7033,9.2121,230.1614
14-01-2015,22.9258,28.1691,18.1201,69.2512,9.1774,240.2246
15-01-2015,22.941,28.0956,17.6248,71.1492,7.9641,256.055
16-01-2015,24.3827,28.4628,20.0771,79.8181,9.5364,174.8727
17-01-2015,24.7117,28.5455,21.2609,74.7921,11.2072,180.6922
18-01-2015,24.1398,28.5302,20.1557,70.3302,10.1072,213.4772
19-01-2015,23.7342,28.4672,19.5035,70.2126,9.5094,226.2725
20-01-2015,23.7196,28.5092,19.7169,70.3195,9.2448,205.2298
21-01-2015,23.7424,28.4653,19.9123,68.1852,10.306,226.5291
22-01-2015,23.9458,27.8807,19.6905,77.9584,9.3154,195.829
23-01-2015,24.5031,27.7802,21.7762,82.0039,9.2548,185.7948
24-01-2015,24.7066,28.6512,21.4121,82.3834,10.065,197.8508
25-01-2015,23.7303,28.212,20.6285,73.2192,11.4697,207.8545
26-01-2015,23.5267,27.4156,19.7811,71.4944,10.0271,167.5972
27-01-2015,24.1057,27.3937,19.5465,77.4942,9.8458,171.0534
28-01-2015,24.6419,28.1809,21.4838,73.0117,10.0573,164.5639
29-01-2015,24.7912,28.217,21.3768,74.4342,9.8018,167.2555
30-01-2015,24.4928,28.0569,21.198,72.6551,10.3488,165.438
31-01-2015,24.3355,28.9957,20.3927,67.8445,10.5486,235.2587
01-02-2015,24.4502,29.0361,20.7338,69.2971,11.245,210.7896
02-02-2015,24.5931,29.4466,20.5323,67.3706,12.3204,246.5533
03-02-2015,24.9047,28.5009,21.1472,69.2936,13.2709,176.6108
04-02-2015,24.6338,27.6799,21.8997,74.5177,12.1191,135.9704
05-02-2015,24.6845,28.5607,21.0295,72.7601,10.8974,168.5374
06-02-2015,24.7523,29.9008,20.573,71.1073,9.7292,228.2503
07-02-2015,24.6955,29.773,20.6598,69.8478,9.6097,237.139
08-02-2015,24.9058,30.2108,20.0783,69.1484,9.237,246.9839
09-02-2015,24.8878,29.1984,20.849,69.5124,10.4612,183.4309
10-02-2015,25.0376,28.6419,21.6552,71.027,11.2409,168.8682
11-02-2015,25.6458,30.15,21.6542,73.3292,11.2441,220.7106
12-02-2015,25.9792,29.8018,22.6999,73.9778,10.4398,201.0492
13-02-2015,26.061,30.8396,22.5,73.6732,7.345,226.4646
14-02-2015,25.7169,31.6881,19.9912,71.1047,5.6329,255.8577
15-02-2015,25.2073,31.8505,19.4967,66.8882,5.8669,283.1886
16-02-2015,24.9379,31.4443,19.3626,67.859,5.6976,266.1228
17-02-2015,24.7241,31.5171,18.9818,67.2536,5.8098,270.2449
18-02-2015,24.5596,30.5325,18.6381,66.846,5.734,247.6651
19-02-2015,24.625,31.1676,18.0349,64.0755,5.9062,286.4257
20-02-2015,24.8681,30.999,18.9681,64.2202,8.5351,274.6341
21-02-2015,25.4724,31.6267,20.2788,65.2957,8.9801,272.458
22-02-2015,25.518,31.9878,20.8336,63.8085,9.6817,283.2281
23-02-2015,25.7183,32.2193,21.0549,63.8673,8.6361,279.8585
24-02-2015,26.2606,32.0765,20.962,61.1664,8.9784,271.3618
25-02-2015,26.605,30.5388,22.8352,71.903,6.6052,169.1912
26-02-2015,26.5736,30.8147,23.6493,78.1031,4.816,193.222
27-02-2015,27.3173,32.1398,23.7147,77.4664,4.5172,237.2294
28-02-2015,27.3919,32.4659,23.6416,74.3755,7.4944,230.7935
01-03-2015,27.6207,32.1341,23.5547,70.605,8.6761,238.0736
02-03-2015,27.1918,31.497,23.1224,72.4002,6.9293,215.9449
03-03-2015,27.591,32.355,22.9854,68.2471,4.8351,234.9635
04-03-2015,28.3572,33.9585,23.5746,66.1937,5.9186,276.9626
05-03-2015,28.3104,33.2869,24.6997,71.7264,6.705,232.6753
06-03-2015,28.333,32.9529,24.4746,69.7367,7.8633,234.3602
07-03-2015,28.0175,33.5354,23.7676,67.9503,8.2151,245.8493
08-03-2015,27.4564,32.4586,23.1043,67.1098,6.8017,234.5904
09-03-2015,27.471,32.9972,22.8229,64.0776,8.0931,256.7818
10-03-2015,26.9505,32.643,22.1442,60.3525,9.9274,265.5046
11-03-2015,27.4959,32.9617,21.7254,57.8658,9.4965,247.6724
12-03-2015,27.8848,32.0514,24.3608,62.7577,11.3463,192.5223
13-03-2015,28.0149,33.1891,23.8802,61.6128,9.9404,266.7675
14-03-2015,26.9817,31.3686,23.7259,73.0683,6.8522,200.4567
15-03-2015,27.2279,32.2376,23.8478,76.2897,6.4109,219.222
16-03-2015,26.8109,31.7873,22.2777,72.6531,6.7919,223.5447
17-03-2015,26.8876,33.0374,21.4933,65.9602,6.6784,275.6141
18-03-2015,26.9726,34.6094,19.9209,60.8517,4.3089,297.3931
19-03-2015,27.3735,34.7354,20.5472,64.1262,5.2428,295.7381
20-03-2015,27.4175,34.166,22.2002,63.1765,7.3127,281.3085
21-03-2015,27.8236,35.3129,21.8683,58.5391,6.982,288.9905
22-03-2015,28.2399,35.938,21.3975,61.2236,6.2394,309.0343
23-03-2015,28.5538,35.5487,21.7927,61.6056,5.9478,295.8703
24-03-2015,28.5617,35.4028,23.1216,63.0628,6.297,291.2723
25-03-2015,28.1917,34.5468,22.9122,62.5545,7.8116,280.9792
26-03-2015,28.2824,34.0627,23.1899,63.0286,8.2007,274.833
27-03-2015,28.8737,34.8209,23.1561,60.6251,8.9481,291.5651
28-03-2015,28.7185,33.2058,24.1387,70.5455,8.1329,239.5868
29-03-2015,29.2998,34.6075,25.249,66.8472,8.2829,254.0998
30-03-2015,29.098,33.6848,25.3947,69.3037,8.0882,245.3588
31-03-2015,28.9247,33.6572,25.5172,73.948,7.9743,246.7881
01-04-2015,28.86,33.3639,24.9282,73.1866,8.4164,227.0076
02-04-2015,29.3604,35.0005,24.7673,69.9263,7.2656,236.3449
03-04-2015,31.0314,37.796,25.9023,61.7632,7.5077,295.2643
04-04-2015,31.235,37.8565,26.5506,62.1111,8.0089,288.5242
05-04-2015,30.7569,37.0789,26.3714,65.6081,8.477,278.3258
06-04-2015,30.6118,36.6013,26.3228,64.9546,9.2232,281.2728
07-04-2015,30.5402,36.7021,26.0995,64.482,9.8926,288.6392
08-04-2015,29.3469,34.0288,25.9054,70.4692,9.2302,243.1438
09-04-2015,29.5074,34.27,25.9395,70.5066,7.4448,245.5806
10-04-2015,29.6413,34.5677,25.5818,64.9418,6.8926,268.805
11-04-2015,29.7781,35.2531,25.5876,67.3713,7.2158,264.0741
12-04-2015,28.6502,34.3546,24.1932,73.8851,6.9055,248.5072
13-04-2015,25.5356,27.3556,23.7975,84.5752,2.6094,74.0409
14-04-2015,28.0591,33.3518,23.3846,67.0769,4.1244,279.6424
