Date,Block,Daily_Rainfall_mm
19-06-2017,Madukkur,7.9007
20-06-2017,Madukkur,2.5393
21-06-2017,Madukkur,0.9214
22-06-2017,Madukkur,0.0
23-06-2017,Madukkur,0.2628
24-06-2017,Madukkur,4.6636
25-06-2017,Madukkur,0.4425
26-06-2017,Madukkur,1.2837
27-06-2017,Madukkur,0.0118
28-06-2017,Madukkur,0.0
29-06-2017,Madukkur,0.0
30-06-2017,Madukkur,0.0
01-07-2017,Madukkur,1.0271
02-07-2017,Madukkur,0.0576
03-07-2017,Madukkur,0.0
04-07-2017,Madukkur,5.8825
05-07-2017,Madukkur,2.5792
06-07-2017,Madukkur,1.1685
07-07-2017,Madukkur,6.7258
08-07-2017,Madukkur,0.8786
09-07-2017,Madukkur,2.0108
10-07-2017,Madukkur,0.1134
11-07-2017,Madukkur,1.818
12-07-2017,Madukkur,1.7218
13-07-2017,Madukkur,5.8885
14-07-2017,Madukkur,0.9738
15-07-2017,Madukkur,0.0
16-07-2017,Madukkur,0.0
17-07-2017,Madukkur,1.2285
18-07-2017,Madukkur,0.0
19-07-2017,Madukkur,0.7844
20-07-2017,Madukkur,0.0
21-07-2017,Madukkur,0.0
22-07-2017,Madukkur,0.0
23-07-2017,Madukkur,0.0
24-07-2017,Madukkur,0.0
25-07-2017,Madukkur,0.0
26-07-2017,Madukkur,0.0
27-07-2017,Madukkur,0.0
28-07-2017,Madukkur,0.0
29-07-2017,Madukkur,0.0
30-07-2017,Madukkur,8.3985
31-07-2017,Madukkur,3.2761
01-08-2017,Madukkur,0.0
02-08-2017,Madukkur,0.0
03-08-2017,Madukkur,0.0
04-08-2017,Madukkur,0.0
05-08-2017,Madukkur,3.5125
06-08-2017,Madukkur,2.0794
07-08-2017,Madukkur,2.0709
08-08-2017,Madukkur,18.9438
09-08-2017,Madukkur,11.6254
10-08-2017,Madukkur,17.262
11-08-2017,Madukkur,18.3053
12-08-2017,Madukkur,25.9875
13-08-2017,Madukkur,14.9545
14-08-2017,Madukkur,23.079
15-08-2017,Madukkur,20.6653
16-08-2017,Madukkur,2.1537
17-08-2017,Madukkur,0.6939
18-08-2017,Madukkur,27.2372
19-08-2017,Madukkur,23.8035
20-08-2017,Madukkur,1.2625
21-08-2017,Madukkur,0.0
22-08-2017,Madukkur,1.5581
23-08-2017,Madukkur,0.0
24-08-2017,Madukkur,4.2981
25-08-2017,Madukkur,11.9497
26-08-2017,Madukkur,0.0
27-08-2017,Madukkur,7.4551
28-08-2017,Madukkur,5.2172
29-08-2017,Madukkur,0.0
30-08-2017,Madukkur,0.0
31-08-2017,Madukkur,4.3691
01-09-2017,Madukkur,13.3192
02-09-2017,Madukkur,0.5482
03-09-2017,Madukkur,1.8185
04-09-2017,Madukkur,0.0
05-09-2017,Madukkur,0.0
06-09-2017,Madukkur,0.0
07-09-2017,Madukkur,0.0
08-09-2017,Madukkur,19.2816
09-09-2017,Madukkur,28.915
10-09-2017,Madukkur,1.4986
11-09-2017,Madukkur,0.0
12-09-2017,Madukkur,0.0
13-09-2017,Madukkur,0.0
14-09-2017,Madukkur,0.0
15-09-2017,Madukkur,0.0
16-09-2017,Madukkur,12.214
17-09-2017,Madukkur,2.1248
18-09-2017,Madukkur,0.0
19-09-2017,Madukkur,0.0
20-09-2017,Madukkur,0.0
21-09-2017,Madukkur,0.0
22-09-2017,Madukkur,0.0
23-09-2017,Madukkur,3.6286
24-09-2017,Madukkur,4.5258
25-09-2017,Madukkur,16.7766
26-09-2017,Madukkur,3.9699
27-09-2017,Madukkur,12.3229
28-09-2017,Madukkur,10.5928
29-09-2017,Madukkur,0.0
30-09-2017,Madukkur,0.0
01-10-2017,Madukkur,5.8049
02-10-2017,Madukkur,0.1871
03-10-2017,Madukkur,0.0
04-10-2017,Madukkur,0.781
05-10-2017,Madukkur,4.5254
06-10-2017,Madukkur,3.4701
07-10-2017,Madukkur,0.0
08-10-2017,Madukkur,0.0
09-10-2017,Madukkur,2.9812
10-10-2017,Madukkur,1.5904
11-10-2017,Madukkur,6.7371
12-10-2017,Madukkur,6.0684
13-10-2017,Madukkur,9.139
14-10-2017,Madukkur,5.1967
15-10-2017,Madukkur,3.0321
16-10-2017,Madukkur,3.8876
17-10-2017,Madukkur,5.8807
18-10-2017,Madukkur,0.0
19-10-2017,Madukkur,0.0
20-10-2017,Madukkur,0.0
21-10-2017,Madukkur,5.6192
22-10-2017,Madukkur,0.0
23-10-2017,Madukkur,0.4592
24-10-2017,Madukkur,0.8517
25-10-2017,Madukkur,1.1171
26-10-2017,Madukkur,2.2969
27-10-2017,Madukkur,0.0191
28-10-2017,Madukkur,7.2743
29-10-2017,Madukkur,2.4683
30-10-2017,Madukkur,48.3753
31-10-2017,Madukkur,26.1517
01-11-2017,Madukkur,14.4286
02-11-2017,Madukkur,42.4696
03-11-2017,Madukkur,33.4253
04-11-2017,Madukkur,35.0136
05-11-2017,Madukkur,16.5902
06-11-2017,Madukkur,19.3645
07-11-2017,Madukkur,19.7652
08-11-2017,Madukkur,5.9185
09-11-2017,Madukkur,0.4591
10-11-2017,Madukkur,43.6976
11-11-2017,Madukkur,52.1445
12-11-2017,Madukkur,7.1003
13-11-2017,Madukkur,0.0
14-11-2017,Madukkur,0.2813
15-11-2017,Madukkur,0.0
16-11-2017,Madukkur,0.0
17-11-2017,Madukkur,0.0
18-11-2017,Madukkur,0.0
19-11-2017,Madukkur,0.2481
20-11-2017,Madukkur,0.8586
21-11-2017,Madukkur,0.4531
22-11-2017,Madukkur,0.0
23-11-2017,Madukkur,0.0
24-11-2017,Madukkur,0.1721
25-11-2017,Madukkur,17.1763
26-11-2017,Madukkur,34.4276
27-11-2017,Madukkur,4.4381
28-11-2017,Madukkur,20.1616
29-11-2017,Madukkur,10.2544
30-11-2017,Madukkur,34.8586
01-12-2017,Madukkur,4.6799
02-12-2017,Madukkur,5.1507
03-12-2017,Madukkur,0.0
04-12-2017,Madukkur,0.0
05-12-2017,Madukkur,0.0
06-12-2017,Madukkur,4.9062
07-12-2017,Madukkur,0.0
08-12-2017,Madukkur,0.0
09-12-2017,Madukkur,0.0
10-12-2017,Madukkur,0.0
11-12-2017,Madukkur,0.0
12-12-2017,Madukkur,0.0
13-12-2017,Madukkur,0.0
14-12-2017,Madukkur,0.0
15-12-2017,Madukkur,0.7685
16-12-2017,Madukkur,0.0
17-12-2017,Madukkur,0.0
18-12-2017,Madukkur,0.0
19-12-2017,Madukkur,0.4743
20-12-2017,Madukkur,0.0
21-12-2017,Madukkur,0.0
22-12-2017,Madukkur,0.0
23-12-2017,Madukkur,0.0
24-12-2017,Madukkur,0.0
25-12-2017,Madukkur,0.0
26-12-2017,Madukkur,9.4331
27-12-2017,Madukkur,0.0
28-12-2017,Madukkur,0.0
29-12-2017,Madukkur,0.0
30-12-2017,Madukkur,0.0
31-12-2017,Madukkur,0.0
01-01-2018,Madukkur,0.0
02-01-2018,Madukkur,0.0
03-01-2018,Madukkur,5.2448
04-01-2018,Madukkur,0.0
05-01-2018,Madukkur,0.0
06-01-2018,Madukkur,0.0
07-01-2018,Madukkur,0.0
08-01-2018,Madukkur,1.1007
09-01-2018,Madukkur,5.5698
10-01-2018,Madukkur,0.0
11-01-2018,Madukkur,1.0791
12-01-2018,Madukkur,0.2631
13-01-2018,Madukkur,0.7318
14-01-2018,Madukkur,0.0
15-01-2018,Madukkur,0.0
16-01-2018,Madukkur,5.0463
17-01-2018,Madukkur,0.0
18-01-2018,Madukkur,0.0
19-01-2018,Madukkur,0.0
20-01-2018,Madukkur,0.0
21-01-2018,Madukkur,0.0
22-01-2018,Madukkur,0.3382
23-01-2018,Madukkur,0.0
24-01-2018,Madukkur,0.0
25-01-2018,Madukkur,0.0
26-01-2018,Madukkur,0.0
27-01-2018,Madukkur,0.3815
28-01-2018,Madukkur,0.0
29-01-2018,Madukkur,2.1248
30-01-2018,Madukkur,0.0
31-01-2018,Madukkur,0.0
01-02-2018,Madukkur,0.0
02-02-2018,Madukkur,0.0
03-02-2018,Madukkur,0.0
04-02-2018,Madukkur,0.0
05-02-2018,Madukkur,0.2913
06-02-2018,Madukkur,0.5774
07-02-2018,Madukkur,1.3721
08-02-2018,Madukkur,0.0
09-02-2018,Madukkur,0.0
10-02-2018,Madukkur,0.0
11-02-2018,Madukkur,0.0
12-02-2018,Madukkur,0.0
13-02-2018,Madukkur,0.0
14-02-2018,Madukkur,0.0
15-02-2018,Madukkur,0.0
16-02-2018,Madukkur,1.7884
17-02-2018,Madukkur,0.0
18-02-2018,Madukkur,0.0
19-02-2018,Madukkur,0.0
20-02-2018,Madukkur,0.0
21-02-2018,Madukkur,0.0
22-02-2018,Madukkur,0.0
23-02-2018,Madukkur,0.0
24-02-2018,Madukkur,0.0
25-02-2018,Madukkur,2.2692
26-02-2018,Madukkur,0.0
27-02-2018,Madukkur,0.0
28-02-2018,Madukkur,0.0
01-03-2018,Madukkur,0.0
02-03-2018,Madukkur,0.0
03-03-2018,Madukkur,0.0
04-03-2018,Madukkur,0.0
05-03-2018,Madukkur,0.0
06-03-2018,Madukkur,0.0
07-03-2018,Madukkur,0.0
08-03-2018,Madukkur,0.0
09-03-2018,Madukkur,2.4488
10-03-2018,Madukkur,1.2643
11-03-2018,Madukkur,0.0
12-03-2018,Madukkur,0.0586
13-03-2018,Madukkur,0.0
14-03-2018,Madukkur,0.0
15-03-2018,Madukkur,4.0329
16-03-2018,Madukkur,0.0
17-03-2018,Madukkur,6.0939
18-03-2018,Madukkur,0.0
19-03-2018,Madukkur,0.0
20-03-2018,Madukkur,0.0
21-03-2018,Madukkur,0.0
22-03-2018,Madukkur,0.0
23-03-2018,Madukkur,0.0
24-03-2018,Madukkur,0.0
25-03-2018,Madukkur,0.2281
26-03-2018,Madukkur,2.2074
27-03-2018,Madukkur,0.0
28-03-2018,Madukkur,0.0
29-03-2018,Madukkur,0.0
30-03-2018,Madukkur,0.0
31-03-2018,Madukkur,0.0064
01-04-2018,Madukkur,2.4041
02-04-2018,Madukkur,0.0
03-04-2018,Madukkur,0.0
04-04-2018,Madukkur,0.0
05-04-2018,Madukkur,0.0
06-04-2018,Madukkur,1.1482
07-04-2018,Madukkur,0.0
08-04-2018,Madukkur,0.0
09-04-2018,Madukkur,0.0913
10-04-2018,Madukkur,0.0
11-04-2018,Madukkur,0.0
12-04-2018,Madukkur,0.0
13-04-2018,Madukkur,7.5198
14-04-2018,Madukkur,4.1276
15-04-2018,Madukkur,0.7601
16-04-2018,Madukkur,0.1524
17-04-2018,Madukkur,0.0
18-04-2018,Madukkur,2.8721
19-04-2018,Madukkur,1.7061
20-04-2018,Madukkur,0.0
21-04-2018,Madukkur,0.0
22-04-2018,Madukkur,0.0
23-04-2018,Madukkur,0.0536
24-04-2018,Madukkur,0.0
25-04-2018,Madukkur,0.2274
26-04-2018,Madukkur,0.0142
27-04-2018,Madukkur,0.0
28-04-2018,Madukkur,0.0426
29-04-2018,Madukkur,0.0
30-04-2018,Madukkur,0.0
01-05-2018,Madukkur,0.0
02-05-2018,Madukkur,0.0
03-05-2018,Madukkur,0.0
04-05-2018,Madukkur,0.0
05-05-2018,Madukkur,0.0
06-05-2018,Madukkur,1.1854
07-05-2018,Madukkur,0.7141
08-05-2018,Madukkur,13.9275
09-05-2018,Madukkur,5.418
10-05-2018,Madukkur,0.0
11-05-2018,Madukkur,0.0173
12-05-2018,Madukkur,3.4929
13-05-2018,Madukkur,0.0
14-05-2018,Madukkur,3.9775
15-05-2018,Madukkur,7.7127
16-05-2018,Madukkur,4.4268
17-05-2018,Madukkur,6.6502
18-05-2018,Madukkur,15.0572
19-05-2018,Madukkur,0.0473
20-05-2018,Madukkur,0.0
21-05-2018,Madukkur,2.7832
22-05-2018,Madukkur,12.0469
23-05-2018,Madukkur,14.8729
24-05-2018,Madukkur,24.7086
25-05-2018,Madukkur,14.0466
26-05-2018,Madukkur,0.0
27-05-2018,Madukkur,0.0
28-05-2018,Madukkur,0.0
29-05-2018,Madukkur,0.0
30-05-2018,Madukkur,0.0028
31-05-2018,Madukkur,0.221
01-06-2018,Madukkur,5.1191
02-06-2018,Madukkur,5.7145
03-06-2018,Madukkur,13.4672
04-06-2018,Madukkur,0.0465
05-06-2018,Madukkur,0.0
06-06-2018,Madukkur,11.7106
07-06-2018,Madukkur,12.4807
08-06-2018,Madukkur,0.3991
09-06-2018,Madukkur,0.0
10-06-2018,Madukkur,0.0
11-06-2018,Madukkur,0.0
12-06-2018,Madukkur,9.8555
13-06-2018,Madukkur,0.8496
14-06-2018,Madukkur,6.199
15-06-2018,Madukkur,3.2011
16-06-2018,Madukkur,0.6156
17-06-2018,Madukkur,0.0
18-06-2018,Madukkur,8.0452
19-06-2018,Madukkur,0.0
20-06-2018,Madukkur,1.2466
21-06-2018,Madukkur,9.5662
22-06-2018,Madukkur,0.0
23-06-2018,Madukkur,3.8033
24-06-2018,Madukkur,0.0
25-06-2018,Madukkur,0.0
26-06-2018,Madukkur,0.3089
27-06-2018,Madukkur,0.2029
28-06-2018,Madukkur,6.8073
29-06-2018,Madukkur,0.6042
30-06-2018,Madukkur,6.3693
01-07-2018,Madukkur,0.0497
02-07-2018,Madukkur,0.0
03-07-2018,Madukkur,0.0
04-07-2018,Madukkur,0.0
05-07-2018,Madukkur,0.0
06-07-2018,Madukkur,0.5398
07-07-2018,Madukkur,2.8427
08-07-2018,Madukkur,0.9443
09-07-2018,Madukkur,2.5788
10-07-2018,Madukkur,0.4609
11-07-2018,Madukkur,2.4445
12-07-2018,Madukkur,0.0
13-07-2018,Madukkur,1.7143
14-07-2018,Madukkur,0.0
15-07-2018,Madukkur,1.2805
16-07-2018,Madukkur,0.0
17-07-2018,Madukkur,0.0
18-07-2018,Madukkur,0.0
19-07-2018,Madukkur,2.037
20-07-2018,Madukkur,0.4775
21-07-2018,Madukkur,0.0234
22-07-2018,Madukkur,0.0
23-07-2018,Madukkur,0.0
24-07-2018,Madukkur,0.0
25-07-2018,Madukkur,0.0
26-07-2018,Madukkur,0.0919
27-07-2018,Madukkur,6.6082
28-07-2018,Madukkur,0.0
29-07-2018,Madukkur,2.3728
30-07-2018,Madukkur,1.6627
31-07-2018,Madukkur,1.3573
01-08-2018,Madukkur,0.0
02-08-2018,Madukkur,2.7529
03-08-2018,Madukkur,7.2044
04-08-2018,Madukkur,4.1252
05-08-2018,Madukkur,0.8666
06-08-2018,Madukkur,0.0041
07-08-2018,Madukkur,0.0313
08-08-2018,Madukkur,0.0
09-08-2018,Madukkur,0.2343
10-08-2018,Madukkur,9.1686
11-08-2018,Madukkur,10.357
12-08-2018,Madukkur,0.0
13-08-2018,Madukkur,0.3181
14-08-2018,Madukkur,5.9025
15-08-2018,Madukkur,6.9167
16-08-2018,Madukkur,5.8674
17-08-2018,Madukkur,3.4855
18-08-2018,Madukkur,0.4942
19-08-2018,Madukkur,0.1351
20-08-2018,Madukkur,0.1579
21-08-2018,Madukkur,0.0
22-08-2018,Madukkur,0.0
23-08-2018,Madukkur,3.0854
24-08-2018,Madukkur,12.1
25-08-2018,Madukkur,11.026
26-08-2018,Madukkur,7.5796
27-08-2018,Madukkur,8.8029
28-08-2018,Madukkur,5.8771
29-08-2018,Madukkur,0.0
30-08-2018,Madukkur,3.7898
31-08-2018,Madukkur,12.1146
01-09-2018,Madukkur,4.1563
02-09-2018,Madukkur,1.3206
03-09-2018,Madukkur,0.0
04-09-2018,Madukkur,0.0
05-09-2018,Madukkur,0.0
06-09-2018,Madukkur,0.0
07-09-2018,Madukkur,0.0
08-09-2018,Madukkur,0.0
09-09-2018,Madukkur,0.0
10-09-2018,Madukkur,0.0
11-09-2018,Madukkur,0.0
12-09-2018,Madukkur,0.0
13-09-2018,Madukkur,0.0
14-09-2018,Madukkur,0.0
15-09-2018,Madukkur,0.0
16-09-2018,Madukkur,11.2235
17-09-2018,Madukkur,3.9864
18-09-2018,Madukkur,9.4283
19-09-2018,Madukkur,0.594
20-09-2018,Madukkur,0.0
21-09-2018,Madukkur,0.0
22-09-2018,Madukkur,0.129
23-09-2018,Madukkur,0.0
24-09-2018,Madukkur,0.3274
25-09-2018,Madukkur,0.0072
26-09-2018,Madukkur,0.23
27-09-2018,Madukkur,7.2428
28-09-2018,Madukkur,14.8629
29-09-2018,Madukkur,0.6007
30-09-2018,Madukkur,0.3793
01-10-2018,Madukkur,0.0
02-10-2018,Madukkur,10.0232
03-10-2018,Madukkur,24.6436
04-10-2018,Madukkur,28.1763
05-10-2018,Madukkur,36.4376
06-10-2018,Madukkur,16.4388
07-10-2018,Madukkur,4.3712
08-10-2018,Madukkur,10.449
09-10-2018,Madukkur,1.9541
10-10-2018,Madukkur,1.8763
11-10-2018,Madukkur,0.0
12-10-2018,Madukkur,0.0
13-10-2018,Madukkur,1.0714
14-10-2018,Madukkur,5.385
15-10-2018,Madukkur,0.0224
16-10-2018,Madukkur,1.3246
17-10-2018,Madukkur,8.6859
18-10-2018,Madukkur,7.9638
19-10-2018,Madukkur,0.0522
20-10-2018,Madukkur,7.6493
21-10-2018,Madukkur,2.0938
22-10-2018,Madukkur,5.2676
23-10-2018,Madukkur,2.9142
24-10-2018,Madukkur,6.9178
25-10-2018,Madukkur,3.6372
26-10-2018,Madukkur,11.995
27-10-2018,Madukkur,10.8541
28-10-2018,Madukkur,4.4462
29-10-2018,Madukkur,0.0091
30-10-2018,Madukkur,1.0451
31-10-2018,Madukkur,4.6678
01-11-2018,Madukkur,57.3759
02-11-2018,Madukkur,31.0919
03-11-2018,Madukkur,27.7264
04-11-2018,Madukkur,0.422
05-11-2018,Madukkur,29.7293
06-11-2018,Madukkur,10.5804
07-11-2018,Madukkur,15.4262
08-11-2018,Madukkur,20.1624
09-11-2018,Madukkur,0.0
10-11-2018,Madukkur,0.0
11-11-2018,Madukkur,0.1106
12-11-2018,Madukkur,0.0
13-11-2018,Madukkur,0.0
14-11-2018,Madukkur,0.079
15-11-2018,Madukkur,42.4536
16-11-2018,Madukkur,30.2834
17-11-2018,Madukkur,0.0
18-11-2018,Madukkur,0.0078
19-11-2018,Madukkur,2.8272
20-11-2018,Madukkur,17.6851
21-11-2018,Madukkur,0.0
22-11-2018,Madukkur,0.0
23-11-2018,Madukkur,49.9957
24-11-2018,Madukkur,11.7008
25-11-2018,Madukkur,0.0
26-11-2018,Madukkur,0.0
27-11-2018,Madukkur,0.0
28-11-2018,Madukkur,3.8513
29-11-2018,Madukkur,44.8893
30-11-2018,Madukkur,0.0
01-12-2018,Madukkur,0.0
02-12-2018,Madukkur,0.0
03-12-2018,Madukkur,0.2141
04-12-2018,Madukkur,16.6094
05-12-2018,Madukkur,3.4589
06-12-2018,Madukkur,0.0
07-12-2018,Madukkur,0.0
08-12-2018,Madukkur,0.0
09-12-2018,Madukkur,2.3894
10-12-2018,Madukkur,1.4357
11-12-2018,Madukkur,0.0
12-12-2018,Madukkur,0.0
13-12-2018,Madukkur,0.1397
14-12-2018,Madukkur,0.122
15-12-2018,Madukkur,8.5778
16-12-2018,Madukkur,10.0618
17-12-2018,Madukkur,0.8946
18-12-2018,Madukkur,0.0
19-12-2018,Madukkur,0.0
20-12-2018,Madukkur,1.8334
21-12-2018,Madukkur,15.5241
22-12-2018,Madukkur,8.4214
23-12-2018,Madukkur,7.683
24-12-2018,Madukkur,5.1671
25-12-2018,Madukkur,1.4333
26-12-2018,Madukkur,0.0
27-12-2018,Madukkur,0.0
28-12-2018,Madukkur,0.0
29-12-2018,Madukkur,0.0
30-12-2018,Madukkur,0.0
31-12-2018,Madukkur,0.0
01-01-2019,Madukkur,0.0
02-01-2019,Madukkur,0.0
03-01-2019,Madukkur,0.0
04-01-2019,Madukkur,0.0
05-01-2019,Madukkur,0.0
06-01-2019,Madukkur,0.0
07-01-2019,Madukkur,0.0
08-01-2019,Madukkur,0.0
09-01-2019,Madukkur,0.0
10-01-2019,Madukkur,0.0
11-01-2019,Madukkur,0.0
12-01-2019,Madukkur,0.0
13-01-2019,Madukkur,0.4481
14-01-2019,Madukkur,0.0
15-01-2019,Madukkur,0.0
16-01-2019,Madukkur,0.0682
17-01-2019,Madukkur,0.0
18-01-2019,Madukkur,0.0
19-01-2019,Madukkur,0.2309
20-01-2019,Madukkur,7.7653
21-01-2019,Madukkur,1.8103
22-01-2019,Madukkur,0.0
23-01-2019,Madukkur,0.0
24-01-2019,Madukkur,0.0
25-01-2019,Madukkur,0.0
26-01-2019,Madukkur,0.0
27-01-2019,Madukkur,0.0
28-01-2019,Madukkur,0.0
29-01-2019,Madukkur,0.0
30-01-2019,Madukkur,0.0
31-01-2019,Madukkur,0.0
01-02-2019,Madukkur,0.0
02-02-2019,Madukkur,0.0
03-02-2019,Madukkur,0.0
04-02-2019,Madukkur,0.0
05-02-2019,Madukkur,0.0
06-02-2019,Madukkur,0.0
07-02-2019,Madukkur,0.0
08-02-2019,Madukkur,0.0
09-02-2019,Madukkur,12.8445
10-02-2019,Madukkur,0.0
11-02-2019,Madukkur,0.0
12-02-2019,Madukkur,0.0
13-02-2019,Madukkur,0.0
14-02-2019,Madukkur,0.0
15-02-2019,Madukkur,0.0
16-02-2019,Madukkur,0.0
17-02-2019,Madukkur,0.0
18-02-2019,Madukkur,0.0
19-02-2019,Madukkur,0.0
20-02-2019,Madukkur,0.0
21-02-2019,Madukkur,0.0
22-02-2019,Madukkur,0.0
23-02-2019,Madukkur,0.0
24-02-2019,Madukkur,0.0
25-02-2019,Madukkur,0.1175
26-02-2019,Madukkur,0.0
27-02-2019,Madukkur,0.0
28-02-2019,Madukkur,0.0
01-03-2019,Madukkur,0.0
02-03-2019,Madukkur,0.0
03-03-2019,Madukkur,0.0
04-03-2019,Madukkur,0.0
05-03-2019,Madukkur,0.0
06-03-2019,Madukkur,0.0
07-03-2019,Madukkur,0.0
08-03-2019,Madukkur,0.0
09-03-2019,Madukkur,0.0
10-03-2019,Madukkur,0.0
11-03-2019,Madukkur,0.0
12-03-2019,Madukkur,0.0
13-03-2019,Madukkur,0.0
14-03-2019,Madukkur,0.0
15-03-2019,Madukkur,0.0
16-03-2019,Madukkur,0.0
17-03-2019,Madukkur,0.0
18-03-2019,Madukkur,0.0
19-03-2019,Madukkur,0.0
20-03-2019,Madukkur,0.0
21-03-2019,Madukkur,0.0
22-03-2019,Madukkur,0.0
23-03-2019,Madukkur,0.0
24-03-2019,Madukkur,0.0
25-03-2019,Madukkur,0.0
26-03-2019,Madukkur,0.0
27-03-2019,Madukkur,0.0744
28-03-2019,Madukkur,0.0
29-03-2019,Madukkur,0.0
30-03-2019,Madukkur,0.0
31-03-2019,Madukkur,0.0
01-04-2019,Madukkur,0.0
02-04-2019,Madukkur,0.0
03-04-2019,Madukkur,0.0
04-04-2019,Madukkur,0.0
05-04-2019,Madukkur,0.0
06-04-2019,Madukkur,0.0
07-04-2019,Madukkur,0.0
08-04-2019,Madukkur,0.0
09-04-2019,Madukkur,0.0
10-04-2019,Madukkur,0.0
11-04-2019,Madukkur,0.0
12-04-2019,Madukkur,0.0
13-04-2019,Madukkur,0.0
14-04-2019,Madukkur,0.0
15-04-2019,Madukkur,0.0
16-04-2019,Madukkur,0.0
17-04-2019,Madukkur,0.2833
18-04-2019,Madukkur,0.0
19-04-2019,Madukkur,4.0825
20-04-2019,Madukkur,2.6898
21-04-2019,Madukkur,0.7349
22-04-2019,Madukkur,0.9528
23-04-2019,Madukkur,0.4457
24-04-2019,Madukkur,0.001
25-04-2019,Madukkur,0.5148
26-04-2019,Madukkur,0.6759
27-04-2019,Madukkur,0.4049
28-04-2019,Madukkur,0.3764
29-04-2019,Madukkur,0.4145
30-04-2019,Madukkur,8.2008
01-05-2019,Madukkur,11.7625
02-05-2019,Madukkur,0.0213
03-05-2019,Madukkur,2.7963
04-05-2019,Madukkur,0.0
05-05-2019,Madukkur,0.0
06-05-2019,Madukkur,0.0
07-05-2019,Madukkur,0.0
08-05-2019,Madukkur,0.0
09-05-2019,Madukkur,0.0
10-05-2019,Madukkur,0.0
11-05-2019,Madukkur,0.0
12-05-2019,Madukkur,0.0
13-05-2019,Madukkur,0.0
14-05-2019,Madukkur,0.0
15-05-2019,Madukkur,0.0
16-05-2019,Madukkur,0.0
17-05-2019,Madukkur,0.0
18-05-2019,Madukkur,0.0
19-05-2019,Madukkur,0.0
20-05-2019,Madukkur,0.0
21-05-2019,Madukkur,0.0
22-05-2019,Madukkur,0.0
23-05-2019,Madukkur,0.0
24-05-2019,Madukkur,3.5248
25-05-2019,Madukkur,0.0
26-05-2019,Madukkur,0.0
27-05-2019,Madukkur,0.0
28-05-2019,Madukkur,0.0
29-05-2019,Madukkur,0.0
30-05-2019,Madukkur,0.0
31-05-2019,Madukkur,0.0754
01-06-2019,Madukkur,0.4247
02-06-2019,Madukkur,1.922
03-06-2019,Madukkur,6.0012
04-06-2019,Madukkur,0.0
05-06-2019,Madukkur,0.0
06-06-2019,Madukkur,1.666
07-06-2019,Madukkur,0.0
08-06-2019,Madukkur,0.0
09-06-2019,Madukkur,0.0
10-06-2019,Madukkur,0.5547
11-06-2019,Madukkur,0.0229
12-06-2019,Madukkur,0.201
13-06-2019,Madukkur,0.0018
14-06-2019,Madukkur,0.0018
15-06-2019,Madukkur,3.3938
16-06-2019,Madukkur,0.0
17-06-2019,Madukkur,2.8436
18-06-2019,Madukkur,1.675
19-06-2019,Madukkur,0.0
20-06-2019,Madukkur,0.0
21-06-2019,Madukkur,9.4554
22-06-2019,Madukkur,0.0
23-06-2019,Madukkur,0.0
24-06-2019,Madukkur,0.0
25-06-2019,Madukkur,10.6708
26-06-2019,Madukkur,6.0416
27-06-2019,Madukkur,0.1228
28-06-2019,Madukkur,0.0203
29-06-2019,Madukkur,0.0
30-06-2019,Madukkur,0.1466
01-07-2019,Madukkur,0.166
02-07-2019,Madukkur,2.1909
03-07-2019,Madukkur,0.0
04-07-2019,Madukkur,0.0
05-07-2019,Madukkur,0.0
06-07-2019,Madukkur,2.2803
07-07-2019,Madukkur,0.3905
08-07-2019,Madukkur,0.5267
09-07-2019,Madukkur,0.0
10-07-2019,Madukkur,0.0
11-07-2019,Madukkur,1.7137
12-07-2019,Madukkur,0.0137
13-07-2019,Madukkur,4.053
14-07-2019,Madukkur,1.3087
15-07-2019,Madukkur,0.0
16-07-2019,Madukkur,0.0
17-07-2019,Madukkur,2.0178
18-07-2019,Madukkur,4.9072
19-07-2019,Madukkur,5.854
20-07-2019,Madukkur,0.0
21-07-2019,Madukkur,0.098
22-07-2019,Madukkur,6.415
23-07-2019,Madukkur,0.0433
24-07-2019,Madukkur,0.0
25-07-2019,Madukkur,0.653
26-07-2019,Madukkur,7.8596
27-07-2019,Madukkur,2.6691
28-07-2019,Madukkur,0.0039
29-07-2019,Madukkur,1.9929
30-07-2019,Madukkur,0.1301
31-07-2019,Madukkur,0.3757
01-08-2019,Madukkur,0.0186
02-08-2019,Madukkur,3.2391
03-08-2019,Madukkur,0.0
04-08-2019,Madukkur,1.482
05-08-2019,Madukkur,3.4056
06-08-2019,Madukkur,10.1606
07-08-2019,Madukkur,9.1637
08-08-2019,Madukkur,0.9764
09-08-2019,Madukkur,0.0
10-08-2019,Madukkur,0.0
11-08-2019,Madukkur,0.0
12-08-2019,Madukkur,0.0
13-08-2019,Madukkur,0.1297
14-08-2019,Madukkur,0.0
15-08-2019,Madukkur,0.0
16-08-2019,Madukkur,29.7766
17-08-2019,Madukkur,15.5981
18-08-2019,Madukkur,42.6189
19-08-2019,Madukkur,12.3646
20-08-2019,Madukkur,6.7862
21-08-2019,Madukkur,20.1391
22-08-2019,Madukkur,15.4218
23-08-2019,Madukkur,12.2906
24-08-2019,Madukkur,0.2179
25-08-2019,Madukkur,4.7516
26-08-2019,Madukkur,0.0
27-08-2019,Madukkur,0.0
28-08-2019,Madukkur,0.0
