Date,block,SSM_m3m3
14-04-15,Kumbakonam,0.311453729
15-04-15,Kumbakonam,0.310374058
16-04-15,Kumbakonam,0.269056052
17-04-15,Kumbakonam,0.235608619
18-04-15,Kumbakonam,0.403068949
19-04-15,Kumbakonam,0.324073171
20-04-15,Kumbakonam,0.243302839
21-04-15,Kumbakonam,0.294324561
22-04-15,Kumbakonam,0.312768676
23-04-15,Kumbakonam,0.278780343
24-04-15,Kumbakonam,0.329234604
25-04-15,Kumbakonam,0.236237316
26-04-15,Kumbakonam,0.381849851
27-04-15,Kumbakonam,0.3077102
28-04-15,Kumbakonam,0.244172995
29-04-15,Kumbakonam,0.330680556
30-04-15,Kumbakonam,0.326143625
04-05-15,Kumbakonam,0.247677625
05-05-15,Kumbakonam,0.408350635
06-05-15,Kumbakonam,0.236310407
07-05-15,Kumbakonam,0.302572816
08-05-15,Kumbakonam,0.2667136
09-05-15,Kumbakonam,0.281464319
10-05-15,Kumbakonam,0.426064955
11-05-15,Kumbakonam,0.497327699
12-05-15,Kumbakonam,0.310897454
14-05-15,Kumbakonam,0.235750372
15-05-15,Kumbakonam,0.366950428
16-05-15,Kumbakonam,0.305792288
17-05-15,Kumbakonam,0.381830527
18-05-15,Kumbakonam,0.249896012
19-05-15,Kumbakonam,0.359968699
20-05-15,Kumbakonam,0.307499895
21-05-15,Kumbakonam,0.287797656
22-05-15,Kumbakonam,0.371616016
23-05-15,Kumbakonam,0.250745044
24-05-15,Kumbakonam,0.289261908
25-05-15,Kumbakonam,0.22634418
26-05-15,Kumbakonam,0.247160565
27-05-15,Kumbakonam,0.253211217
28-05-15,Kumbakonam,0.330092329
29-05-15,Kumbakonam,0.27245206
30-05-15,Kumbakonam,0.252965586
31-05-15,Kumbakonam,0.253019594
04-06-15,Kumbakonam,0.328198999
05-06-15,Kumbakonam,0.244509298
06-06-15,Kumbakonam,0.334099747
07-06-15,Kumbakonam,0.224688073
08-06-15,Kumbakonam,0.206331157
09-06-15,Kumbakonam,0.247288046
10-06-15,Kumbakonam,0.493363588
11-06-15,Kumbakonam,0.421733636
12-06-15,Kumbakonam,0.408571571
13-06-15,Kumbakonam,0.256567098
14-06-15,Kumbakonam,0.267693048
15-06-15,Kumbakonam,0.227777072
16-06-15,Kumbakonam,0.248483599
17-06-15,Kumbakonam,0.254958676
18-06-15,Kumbakonam,0.236121622
19-06-15,Kumbakonam,0.201127369
20-06-15,Kumbakonam,0.288096197
21-06-15,Kumbakonam,0.239075603
22-06-15,Kumbakonam,0.290374759
23-06-15,Kumbakonam,0.25046345
24-06-15,Kumbakonam,0.259060206
25-06-15,Kumbakonam,0.275385084
26-06-15,Kumbakonam,0.246718581
27-06-15,Kumbakonam,0.307886783
28-06-15,Kumbakonam,0.251409872
29-06-15,Kumbakonam,0.251636735
30-06-15,Kumbakonam,0.264191053
04-07-15,Kumbakonam,0.250467596
05-07-15,Kumbakonam,0.280699409
06-07-15,Kumbakonam,0.282927436
07-07-15,Kumbakonam,0.233372944
08-07-15,Kumbakonam,0.211522534
09-07-15,Kumbakonam,0.27248057
10-07-15,Kumbakonam,0.406513233
11-07-15,Kumbakonam,0.483631998
12-07-15,Kumbakonam,0.38330195
13-07-15,Kumbakonam,0.306300235
14-07-15,Kumbakonam,0.224371294
15-07-15,Kumbakonam,0.223316177
16-07-15,Kumbakonam,0.281035041
17-07-15,Kumbakonam,0.25354626
18-07-15,Kumbakonam,0.215513445
19-07-15,Kumbakonam,0.266095009
20-07-15,Kumbakonam,0.225314837
21-07-15,Kumbakonam,0.29602816
22-07-15,Kumbakonam,0.242197222
23-07-15,Kumbakonam,0.276694633
24-07-15,Kumbakonam,0.310299284
25-07-15,Kumbakonam,0.237510675
26-07-15,Kumbakonam,0.259035069
27-07-15,Kumbakonam,0.279973182
28-07-15,Kumbakonam,0.2359317
29-07-15,Kumbakonam,0.229229011
30-07-15,Kumbakonam,0.282506915
31-07-15,Kumbakonam,0.217535402
04-08-15,Kumbakonam,0.261153849
05-08-15,Kumbakonam,0.445793886
06-08-15,Kumbakonam,0.22652692
07-08-15,Kumbakonam,0.272854183
08-08-15,Kumbakonam,0.212588492
09-08-15,Kumbakonam,0.256560418
10-08-15,Kumbakonam,0.469864344
11-08-15,Kumbakonam,0.494841383
12-08-15,Kumbakonam,0.27385715
13-08-15,Kumbakonam,0.196711544
14-08-15,Kumbakonam,0.215194217
15-08-15,Kumbakonam,0.208914808
16-08-15,Kumbakonam,0.256547561
17-08-15,Kumbakonam,0.321503976
18-08-15,Kumbakonam,0.203978279
19-08-15,Kumbakonam,0.278506531
20-08-15,Kumbakonam,0.256662203
21-08-15,Kumbakonam,0.231797497
22-08-15,Kumbakonam,0.422685111
23-08-15,Kumbakonam,0.225075312
24-08-15,Kumbakonam,0.318235014
25-08-15,Kumbakonam,0.27291517
26-08-15,Kumbakonam,0.266444729
27-08-15,Kumbakonam,0.24201393
28-08-15,Kumbakonam,0.254087476
29-08-15,Kumbakonam,0.242338313
30-08-15,Kumbakonam,0.334417906
31-08-15,Kumbakonam,0.396245099
04-09-15,Kumbakonam,0.255546142
05-09-15,Kumbakonam,0.26977234
06-09-15,Kumbakonam,0.283860514
07-09-15,Kumbakonam,0.228387182
08-09-15,Kumbakonam,0.328165483
09-09-15,Kumbakonam,0.261785375
10-09-15,Kumbakonam,0.482544564
11-09-15,Kumbakonam,0.497316869
12-09-15,Kumbakonam,0.42724568
13-09-15,Kumbakonam,0.312093293
14-09-15,Kumbakonam,0.287034881
15-09-15,Kumbakonam,0.322244036
16-09-15,Kumbakonam,0.252485019
17-09-15,Kumbakonam,0.291779635
18-09-15,Kumbakonam,0.336970177
19-09-15,Kumbakonam,0.246950281
20-09-15,Kumbakonam,0.304461244
21-09-15,Kumbakonam,0.314892168
22-09-15,Kumbakonam,0.315931498
23-09-15,Kumbakonam,0.49131294
24-09-15,Kumbakonam,0.237886749
25-09-15,Kumbakonam,0.340395373
26-09-15,Kumbakonam,0.480109393
27-09-15,Kumbakonam,0.403063782
28-09-15,Kumbakonam,0.365181571
29-09-15,Kumbakonam,0.408853891
30-09-15,Kumbakonam,0.379513812
04-10-15,Kumbakonam,0.277558135
05-10-15,Kumbakonam,0.271753677
06-10-15,Kumbakonam,0.234257122
07-10-15,Kumbakonam,0.222849398
08-10-15,Kumbakonam,0.221941567
09-10-15,Kumbakonam,0.294072997
10-10-15,Kumbakonam,0.363538351
11-10-15,Kumbakonam,0.400338967
12-10-15,Kumbakonam,0.303612311
13-10-15,Kumbakonam,0.445148614
14-10-15,Kumbakonam,0.497310178
15-10-15,Kumbakonam,0.481894769
16-10-15,Kumbakonam,0.466391773
17-10-15,Kumbakonam,0.497327699
18-10-15,Kumbakonam,0.439499099
19-10-15,Kumbakonam,0.476297556
20-10-15,Kumbakonam,0.497327699
21-10-15,Kumbakonam,0.451211197
22-10-15,Kumbakonam,0.472015062
23-10-15,Kumbakonam,0.47640055
24-10-15,Kumbakonam,0.446060379
25-10-15,Kumbakonam,0.497327699
26-10-15,Kumbakonam,0.457661891
27-10-15,Kumbakonam,0.444541235
28-10-15,Kumbakonam,0.497327699
29-10-15,Kumbakonam,0.445507699
30-10-15,Kumbakonam,0.434078614
31-10-15,Kumbakonam,0.480855255
04-11-15,Kumbakonam,0.312731906
05-11-15,Kumbakonam,0.245960755
06-11-15,Kumbakonam,0.210644769
07-11-15,Kumbakonam,0.360019818
08-11-15,Kumbakonam,0.196616318
09-11-15,Kumbakonam,0.234763416
10-11-15,Kumbakonam,0.486708071
11-11-15,Kumbakonam,0.412347037
12-11-15,Kumbakonam,0.394000709
13-11-15,Kumbakonam,0.496866005
14-11-15,Kumbakonam,0.432173157
15-11-15,Kumbakonam,0.470621737
16-11-15,Kumbakonam,0.466897095
17-11-15,Kumbakonam,0.431908393
18-11-15,Kumbakonam,0.362260613
19-11-15,Kumbakonam,0.393862621
20-11-15,Kumbakonam,0.390246742
21-11-15,Kumbakonam,0.414254664
22-11-15,Kumbakonam,0.345761905
23-11-15,Kumbakonam,0.476448127
24-11-15,Kumbakonam,0.403490585
25-11-15,Kumbakonam,0.413750576
26-11-15,Kumbakonam,0.336688181
27-11-15,Kumbakonam,0.322007181
28-11-15,Kumbakonam,0.366281765
29-11-15,Kumbakonam,0.35085057
30-11-15,Kumbakonam,0.292108275
04-12-15,Kumbakonam,0.238622162
05-12-15,Kumbakonam,0.293751211
06-12-15,Kumbakonam,0.245436921
07-12-15,Kumbakonam,0.233044422
08-12-15,Kumbakonam,0.44083249
09-12-15,Kumbakonam,0.298169965
10-12-15,Kumbakonam,0.497322402
11-12-15,Kumbakonam,0.451302864
12-12-15,Kumbakonam,0.275276694
13-12-15,Kumbakonam,0.263607968
14-12-15,Kumbakonam,0.319246815
15-12-15,Kumbakonam,0.33761332
17-12-15,Kumbakonam,0.243993544
18-12-15,Kumbakonam,0.30957126
19-12-15,Kumbakonam,0.276186378
20-12-15,Kumbakonam,0.255146811
21-12-15,Kumbakonam,0.235144601
22-12-15,Kumbakonam,0.25419681
23-12-15,Kumbakonam,0.270952682
24-12-15,Kumbakonam,0.233208532
25-12-15,Kumbakonam,0.242696889
26-12-15,Kumbakonam,0.255685643
27-12-15,Kumbakonam,0.23002072
28-12-15,Kumbakonam,0.253001338
29-12-15,Kumbakonam,0.27043454
30-12-15,Kumbakonam,0.223801834
31-12-15,Kumbakonam,0.249704495
01-01-16,Kumbakonam,0.221848641
02-01-16,Kumbakonam,0.216012526
03-01-16,Kumbakonam,0.219236821
04-01-16,Kumbakonam,0.242271412
06-01-16,Kumbakonam,0.284064542
07-01-16,Kumbakonam,0.233917113
08-01-16,Kumbakonam,0.264647266
09-01-16,Kumbakonam,0.219828058
10-01-16,Kumbakonam,0.49438512
11-01-16,Kumbakonam,0.497327699
12-01-16,Kumbakonam,0.372453852
13-01-16,Kumbakonam,0.214286172
14-01-16,Kumbakonam,0.191996253
15-01-16,Kumbakonam,0.218093121
16-01-16,Kumbakonam,0.22314677
17-01-16,Kumbakonam,0.189577838
18-01-16,Kumbakonam,0.217505067
19-01-16,Kumbakonam,0.206565769
20-01-16,Kumbakonam,0.19974198
21-01-16,Kumbakonam,0.230887474
22-01-16,Kumbakonam,0.284562389
23-01-16,Kumbakonam,0.195050151
24-01-16,Kumbakonam,0.215078343
25-01-16,Kumbakonam,0.22925879
26-01-16,Kumbakonam,0.203717277
27-01-16,Kumbakonam,0.205007685
28-01-16,Kumbakonam,0.206442107
29-01-16,Kumbakonam,0.227747318
30-01-16,Kumbakonam,0.260176844
31-01-16,Kumbakonam,0.215168808
01-02-16,Kumbakonam,0.218310138
02-02-16,Kumbakonam,0.246493042
03-02-16,Kumbakonam,0.276008642
04-02-16,Kumbakonam,0.241697686
05-02-16,Kumbakonam,0.281794035
06-02-16,Kumbakonam,0.249616973
07-02-16,Kumbakonam,0.287584397
08-02-16,Kumbakonam,0.253092816
09-02-16,Kumbakonam,0.291225244
10-02-16,Kumbakonam,0.334625138
11-02-16,Kumbakonam,0.497149989
12-02-16,Kumbakonam,0.378999588
13-02-16,Kumbakonam,0.210063419
14-02-16,Kumbakonam,0.21643609
15-02-16,Kumbakonam,0.212729783
16-02-16,Kumbakonam,0.209264531
17-02-16,Kumbakonam,0.249751727
18-02-16,Kumbakonam,0.221781542
19-02-16,Kumbakonam,0.211939934
20-02-16,Kumbakonam,0.190603817
21-02-16,Kumbakonam,0.229115163
22-02-16,Kumbakonam,0.220016074
23-02-16,Kumbakonam,0.225124629
24-02-16,Kumbakonam,0.224034201
25-02-16,Kumbakonam,0.278931275
26-02-16,Kumbakonam,0.210106314
27-02-16,Kumbakonam,0.208225856
28-02-16,Kumbakonam,0.207263718
29-02-16,Kumbakonam,0.21627146
01-03-16,Kumbakonam,0.225159167
02-03-16,Kumbakonam,0.212825876
03-03-16,Kumbakonam,0.21536633
04-03-16,Kumbakonam,0.315245831
05-03-16,Kumbakonam,0.239305744
06-03-16,Kumbakonam,0.229622557
07-03-16,Kumbakonam,0.264342634
08-03-16,Kumbakonam,0.26893621
09-03-16,Kumbakonam,0.373767133
10-03-16,Kumbakonam,0.357524175
11-03-16,Kumbakonam,0.44985702
12-03-16,Kumbakonam,0.366392163
13-03-16,Kumbakonam,0.282526716
14-03-16,Kumbakonam,0.235844913
15-03-16,Kumbakonam,0.250962546
16-03-16,Kumbakonam,0.208413069
17-03-16,Kumbakonam,0.259910594
18-03-16,Kumbakonam,0.285664068
19-03-16,Kumbakonam,0.2394591
20-03-16,Kumbakonam,0.253589142
21-03-16,Kumbakonam,0.31145082
22-03-16,Kumbakonam,0.229844633
23-03-16,Kumbakonam,0.223165338
24-03-16,Kumbakonam,0.235039506
25-03-16,Kumbakonam,0.250909445
26-03-16,Kumbakonam,0.32758704
27-03-16,Kumbakonam,0.242739842
28-03-16,Kumbakonam,0.249097461
29-03-16,Kumbakonam,0.291648254
30-03-16,Kumbakonam,0.226549901
31-03-16,Kumbakonam,0.24889895
01-04-16,Kumbakonam,0.213867055
02-04-16,Kumbakonam,0.200856483
03-04-16,Kumbakonam,0.221204822
04-04-16,Kumbakonam,0.240135876
05-04-16,Kumbakonam,0.253363316
06-04-16,Kumbakonam,0.240110122
07-04-16,Kumbakonam,0.219178364
08-04-16,Kumbakonam,0.294701183
09-04-16,Kumbakonam,0.304895955
10-04-16,Kumbakonam,0.48127357
11-04-16,Kumbakonam,0.497327699
12-04-16,Kumbakonam,0.392314078
13-04-16,Kumbakonam,0.268396333
14-04-16,Kumbakonam,0.311453729
15-04-16,Kumbakonam,0.230410831
16-04-16,Kumbakonam,0.269056052
17-04-16,Kumbakonam,0.235608619
18-04-16,Kumbakonam,0.240352118
19-04-16,Kumbakonam,0.324073171
20-04-16,Kumbakonam,0.243302839
21-04-16,Kumbakonam,0.263792286
22-04-16,Kumbakonam,0.312768676
23-04-16,Kumbakonam,0.249998652
24-04-16,Kumbakonam,0.329234604
25-04-16,Kumbakonam,0.236237316
26-04-16,Kumbakonam,0.23909572
27-04-16,Kumbakonam,0.3077102
28-04-16,Kumbakonam,0.244172995
29-04-16,Kumbakonam,0.256145932
30-04-16,Kumbakonam,0.326143625
01-05-16,Kumbakonam,0.206057092
02-05-16,Kumbakonam,0.215173816
03-05-16,Kumbakonam,0.272200652
04-05-16,Kumbakonam,0.254035116
05-05-16,Kumbakonam,0.408350635
06-05-16,Kumbakonam,0.206383317
07-05-16,Kumbakonam,0.302572816
08-05-16,Kumbakonam,0.211534085
09-05-16,Kumbakonam,0.281464319
10-05-16,Kumbakonam,0.426064955
11-05-16,Kumbakonam,0.497327699
12-05-16,Kumbakonam,0.310897454
13-05-16,Kumbakonam,0.324865934
14-05-16,Kumbakonam,0.235750372
15-05-16,Kumbakonam,0.249582656
16-05-16,Kumbakonam,0.305792288
17-05-16,Kumbakonam,0.440861456
18-05-16,Kumbakonam,0.249896012
19-05-16,Kumbakonam,0.359968699
20-05-16,Kumbakonam,0.227974335
21-05-16,Kumbakonam,0.287797656
22-05-16,Kumbakonam,0.371616016
23-05-16,Kumbakonam,0.248155193
24-05-16,Kumbakonam,0.289261908
25-05-16,Kumbakonam,0.277967003
26-05-16,Kumbakonam,0.247160565
27-05-16,Kumbakonam,0.253211217
28-05-16,Kumbakonam,0.217962409
29-05-16,Kumbakonam,0.27245206
30-05-16,Kumbakonam,0.252965586
31-05-16,Kumbakonam,0.229044792
01-06-16,Kumbakonam,0.215116689
02-06-16,Kumbakonam,0.241287307
03-06-16,Kumbakonam,0.223567713
04-06-16,Kumbakonam,0.328198999
05-06-16,Kumbakonam,0.244509298
06-06-16,Kumbakonam,0.334099747
07-06-16,Kumbakonam,0.224688073
08-06-16,Kumbakonam,0.206331157
09-06-16,Kumbakonam,0.302336042
10-06-16,Kumbakonam,0.497327699
11-06-16,Kumbakonam,0.421733636
12-06-16,Kumbakonam,0.40554018
13-06-16,Kumbakonam,0.214675378
14-06-16,Kumbakonam,0.267693048
15-06-16,Kumbakonam,0.227777072
16-06-16,Kumbakonam,0.233287857
17-06-16,Kumbakonam,0.254958676
18-06-16,Kumbakonam,0.236121622
19-06-16,Kumbakonam,0.201127369
20-06-16,Kumbakonam,0.288096197
21-06-16,Kumbakonam,0.295616032
22-06-16,Kumbakonam,0.290374759
23-06-16,Kumbakonam,0.25046345
24-06-16,Kumbakonam,0.22216913
25-06-16,Kumbakonam,0.275385084
26-06-16,Kumbakonam,0.257307803
27-06-16,Kumbakonam,0.307886783
28-06-16,Kumbakonam,0.251409872
29-06-16,Kumbakonam,0.218024789
30-06-16,Kumbakonam,0.264191053
01-07-16,Kumbakonam,0.217806067
02-07-16,Kumbakonam,0.23940777
03-07-16,Kumbakonam,0.222422829
04-07-16,Kumbakonam,0.225551423
05-07-16,Kumbakonam,0.251144889
06-07-16,Kumbakonam,0.282927436
07-07-16,Kumbakonam,0.325797603
08-07-16,Kumbakonam,0.211522534
09-07-16,Kumbakonam,0.27248057
10-07-16,Kumbakonam,0.406513233
11-07-16,Kumbakonam,0.409655489
12-07-16,Kumbakonam,0.38330195
13-07-16,Kumbakonam,0.306300235
14-07-16,Kumbakonam,0.224371294
15-07-16,Kumbakonam,0.230234714
16-07-16,Kumbakonam,0.281035041
17-07-16,Kumbakonam,0.25354626
18-07-16,Kumbakonam,0.220156892
19-07-16,Kumbakonam,0.266095009
20-07-16,Kumbakonam,0.249269715
21-07-16,Kumbakonam,0.29602816
22-07-16,Kumbakonam,0.242197222
23-07-16,Kumbakonam,0.192718447
24-07-16,Kumbakonam,0.310299284
25-07-16,Kumbakonam,0.237510675
26-07-16,Kumbakonam,0.233527545
27-07-16,Kumbakonam,0.279973182
28-07-16,Kumbakonam,0.338907195
29-07-16,Kumbakonam,0.229229011
30-07-16,Kumbakonam,0.282506915
31-07-16,Kumbakonam,0.269102244
01-08-16,Kumbakonam,0.234262395
02-08-16,Kumbakonam,0.217194627
03-08-16,Kumbakonam,0.234173072
04-08-16,Kumbakonam,0.261153849
05-08-16,Kumbakonam,0.445793886
06-08-16,Kumbakonam,0.27499135
07-08-16,Kumbakonam,0.272854183
08-08-16,Kumbakonam,0.250790061
09-08-16,Kumbakonam,0.256560418
10-08-16,Kumbakonam,0.369666368
11-08-16,Kumbakonam,0.494841383
12-08-16,Kumbakonam,0.27385715
13-08-16,Kumbakonam,0.207724663
14-08-16,Kumbakonam,0.215194217
15-08-16,Kumbakonam,0.208914808
16-08-16,Kumbakonam,0.337022237
17-08-16,Kumbakonam,0.321503976
18-08-16,Kumbakonam,0.203978279
19-08-16,Kumbakonam,0.276274711
20-08-16,Kumbakonam,0.256662203
21-08-16,Kumbakonam,0.205706882
22-08-16,Kumbakonam,0.422685111
23-08-16,Kumbakonam,0.225075312
24-08-16,Kumbakonam,0.235118808
25-08-16,Kumbakonam,0.27291517
26-08-16,Kumbakonam,0.266444729
27-08-16,Kumbakonam,0.336955515
28-08-16,Kumbakonam,0.254087476
29-08-16,Kumbakonam,0.306766886
30-08-16,Kumbakonam,0.334417906
31-08-16,Kumbakonam,0.396245099
01-09-16,Kumbakonam,0.217792223
02-09-16,Kumbakonam,0.257403557
03-09-16,Kumbakonam,0.24250217
04-09-16,Kumbakonam,0.255546142
05-09-16,Kumbakonam,0.246029796
06-09-16,Kumbakonam,0.283860514
07-09-16,Kumbakonam,0.228387182
08-09-16,Kumbakonam,0.328165483
09-09-16,Kumbakonam,0.367753251
10-09-16,Kumbakonam,0.482544564
11-09-16,Kumbakonam,0.450754203
12-09-16,Kumbakonam,0.282250284
13-09-16,Kumbakonam,0.312093293
14-09-16,Kumbakonam,0.276712464
15-09-16,Kumbakonam,0.322244036
16-09-16,Kumbakonam,0.252485019
17-09-16,Kumbakonam,0.373540105
18-09-16,Kumbakonam,0.336970177
19-09-16,Kumbakonam,0.246950281
20-09-16,Kumbakonam,0.377020499
21-09-16,Kumbakonam,0.314892168
22-09-16,Kumbakonam,0.24455257
23-09-16,Kumbakonam,0.49131294
24-09-16,Kumbakonam,0.237886749
25-09-16,Kumbakonam,0.435731287
26-09-16,Kumbakonam,0.480109393
28-09-16,Kumbakonam,0.454316439
29-09-16,Kumbakonam,0.408853891
30-09-16,Kumbakonam,0.40229449
01-10-16,Kumbakonam,0.216689174
02-10-16,Kumbakonam,0.220146763
03-10-16,Kumbakonam,0.277326004
04-10-16,Kumbakonam,0.25021594
05-10-16,Kumbakonam,0.271753677
06-10-16,Kumbakonam,0.262852258
07-10-16,Kumbakonam,0.228992265
08-10-16,Kumbakonam,0.221941567
09-10-16,Kumbakonam,0.294072997
10-10-16,Kumbakonam,0.363538351
11-10-16,Kumbakonam,0.400338967
12-10-16,Kumbakonam,0.303612311
13-10-16,Kumbakonam,0.445148614
14-10-16,Kumbakonam,0.482190162
15-10-16,Kumbakonam,0.481894769
16-10-16,Kumbakonam,0.426714705
17-10-16,Kumbakonam,0.497327699
18-10-16,Kumbakonam,0.439499099
19-10-16,Kumbakonam,0.43834271
20-10-16,Kumbakonam,0.497327699
21-10-16,Kumbakonam,0.451211197
22-10-16,Kumbakonam,0.488935192
23-10-16,Kumbakonam,0.47640055
24-10-16,Kumbakonam,0.446060379
25-10-16,Kumbakonam,0.497327699
26-10-16,Kumbakonam,0.457661891
27-10-16,Kumbakonam,0.493278688
28-10-16,Kumbakonam,0.497327699
29-10-16,Kumbakonam,0.445507699
30-10-16,Kumbakonam,0.434078614
31-10-16,Kumbakonam,0.480855255
01-11-16,Kumbakonam,0.276835743
02-11-16,Kumbakonam,0.214851793
03-11-16,Kumbakonam,0.242208768
04-11-16,Kumbakonam,0.312731906
05-11-16,Kumbakonam,0.245960755
06-11-16,Kumbakonam,0.210644769
07-11-16,Kumbakonam,0.360019818
08-11-16,Kumbakonam,0.272145876
09-11-16,Kumbakonam,0.234763416
10-11-16,Kumbakonam,0.460248901
11-11-16,Kumbakonam,0.412347037
12-11-16,Kumbakonam,0.271123577
13-11-16,Kumbakonam,0.496866005
14-11-16,Kumbakonam,0.432173157
15-11-16,Kumbakonam,0.34789509
16-11-16,Kumbakonam,0.466897095
17-11-16,Kumbakonam,0.38707811
18-11-16,Kumbakonam,0.362260613
19-11-16,Kumbakonam,0.393862621
20-11-16,Kumbakonam,0.432660992
21-11-16,Kumbakonam,0.414254664
22-11-16,Kumbakonam,0.345761905
23-11-16,Kumbakonam,0.371999106
24-11-16,Kumbakonam,0.403490585
25-11-16,Kumbakonam,0.34562051
26-11-16,Kumbakonam,0.336688181
27-11-16,Kumbakonam,0.322007181
28-11-16,Kumbakonam,0.445167817
29-11-16,Kumbakonam,0.35085057
30-11-16,Kumbakonam,0.292108275
01-12-16,Kumbakonam,0.216944652
02-12-16,Kumbakonam,0.196664836
03-12-16,Kumbakonam,0.210763233
04-12-16,Kumbakonam,0.238622162
05-12-16,Kumbakonam,0.281111323
06-12-16,Kumbakonam,0.245436921
07-12-16,Kumbakonam,0.202262548
08-12-16,Kumbakonam,0.44083249
09-12-16,Kumbakonam,0.279908541
10-12-16,Kumbakonam,0.497322402
11-12-16,Kumbakonam,0.492904047
12-12-16,Kumbakonam,0.275276694
13-12-16,Kumbakonam,0.263607968
14-12-16,Kumbakonam,0.316321217
15-12-16,Kumbakonam,0.33761332
16-12-16,Kumbakonam,0.237004442
17-12-16,Kumbakonam,0.243993544
18-12-16,Kumbakonam,0.30957126
19-12-16,Kumbakonam,0.232027769
20-12-16,Kumbakonam,0.255146811
21-12-16,Kumbakonam,0.235144601
22-12-16,Kumbakonam,0.282474898
23-12-16,Kumbakonam,0.270952682
24-12-16,Kumbakonam,0.233208532
25-12-16,Kumbakonam,0.267474502
26-12-16,Kumbakonam,0.255685643
27-12-16,Kumbakonam,0.208540354
28-12-16,Kumbakonam,0.253001338
29-12-16,Kumbakonam,0.27043454
30-12-16,Kumbakonam,0.243505057
31-12-16,Kumbakonam,0.249704495
01-01-17,Kumbakonam,0.221848641
02-01-17,Kumbakonam,0.216012526
03-01-17,Kumbakonam,0.219236821
04-01-17,Kumbakonam,0.287425841
05-01-17,Kumbakonam,0.224957933
06-01-17,Kumbakonam,0.284064542
07-01-17,Kumbakonam,0.198658122
08-01-17,Kumbakonam,0.264647266
09-01-17,Kumbakonam,0.219828058
10-01-17,Kumbakonam,0.49438512
11-01-17,Kumbakonam,0.497327699
12-01-17,Kumbakonam,0.372453852
13-01-17,Kumbakonam,0.214286172
14-01-17,Kumbakonam,0.191996253
15-01-17,Kumbakonam,0.235887202
16-01-17,Kumbakonam,0.22314677
17-01-17,Kumbakonam,0.189577838
18-01-17,Kumbakonam,0.206806075
19-01-17,Kumbakonam,0.206565769
20-01-17,Kumbakonam,0.178593076
21-01-17,Kumbakonam,0.230887474
22-01-17,Kumbakonam,0.284562389
23-01-17,Kumbakonam,0.213383248
24-01-17,Kumbakonam,0.215078343
25-01-17,Kumbakonam,0.22925879
26-01-17,Kumbakonam,0.210495765
27-01-17,Kumbakonam,0.205007685
28-01-17,Kumbakonam,0.293051382
29-01-17,Kumbakonam,0.227747318
30-01-17,Kumbakonam,0.260176844
31-01-17,Kumbakonam,0.214613065
01-02-17,Kumbakonam,0.228601799
02-02-17,Kumbakonam,0.246493042
03-02-17,Kumbakonam,0.276008642
04-02-17,Kumbakonam,0.241697686
05-02-17,Kumbakonam,0.281794035
06-02-17,Kumbakonam,0.209640978
07-02-17,Kumbakonam,0.287584397
08-02-17,Kumbakonam,0.377967044
09-02-17,Kumbakonam,0.291225244
10-02-17,Kumbakonam,0.497149989
11-02-17,Kumbakonam,0.497149989
12-02-17,Kumbakonam,0.378999588
13-02-17,Kumbakonam,0.217930596
14-02-17,Kumbakonam,0.21643609
15-02-17,Kumbakonam,0.212729783
16-02-17,Kumbakonam,0.205858454
17-02-17,Kumbakonam,0.249751727
18-02-17,Kumbakonam,0.221781542
19-02-17,Kumbakonam,0.224321359
20-02-17,Kumbakonam,0.190603817
21-02-17,Kumbakonam,0.215843955
22-02-17,Kumbakonam,0.220016074
23-02-17,Kumbakonam,0.225124629
24-02-17,Kumbakonam,0.214646452
25-02-17,Kumbakonam,0.278931275
26-02-17,Kumbakonam,0.210106314
27-02-17,Kumbakonam,0.221564408
28-02-17,Kumbakonam,0.207263718
01-03-17,Kumbakonam,0.225159167
02-03-17,Kumbakonam,0.225546582
03-03-17,Kumbakonam,0.222608506
04-03-17,Kumbakonam,0.315245831
05-03-17,Kumbakonam,0.229622557
06-03-17,Kumbakonam,0.229622557
07-03-17,Kumbakonam,0.264342634
08-03-17,Kumbakonam,0.26893621
09-03-17,Kumbakonam,0.228622742
10-03-17,Kumbakonam,0.357524175
11-03-17,Kumbakonam,0.41289048
12-03-17,Kumbakonam,0.494889466
13-03-17,Kumbakonam,0.282526716
14-03-17,Kumbakonam,0.256661887
15-03-17,Kumbakonam,0.250962546
16-03-17,Kumbakonam,0.269056052
17-03-17,Kumbakonam,0.259910594
18-03-17,Kumbakonam,0.285664068
19-03-17,Kumbakonam,0.253180237
20-03-17,Kumbakonam,0.253589142
21-03-17,Kumbakonam,0.31145082
22-03-17,Kumbakonam,0.244415031
23-03-17,Kumbakonam,0.223165338
24-03-17,Kumbakonam,0.329234604
25-03-17,Kumbakonam,0.250909445
26-03-17,Kumbakonam,0.32758704
27-03-17,Kumbakonam,0.25602878
28-03-17,Kumbakonam,0.249097461
29-03-17,Kumbakonam,0.291648254
30-03-17,Kumbakonam,0.228298401
31-03-17,Kumbakonam,0.24889895
01-04-17,Kumbakonam,0.226615673
02-04-17,Kumbakonam,0.200856483
03-04-17,Kumbakonam,0.221204822
04-04-17,Kumbakonam,0.23555446
05-04-17,Kumbakonam,0.253363316
06-04-17,Kumbakonam,0.246236954
07-04-17,Kumbakonam,0.208902546
08-04-17,Kumbakonam,0.294701183
09-04-17,Kumbakonam,0.304895955
